,Price,Address,Neighborhood,Bedrooms,Property_Type,Price_Scaled
918,350000,Abule-Ijesha Abule Ijesha Yaba Lagos,Yaba,1.0,mini,-0.19979104658145153
919,22000000,LEKKI PHASE 1 LEKKI PHASE 1 Lekki Phase 1 Lekki Lagos,Lekki,1.0,Unknown,1.7402771134470811
920,900000,Palmgroove Onipanu Shomolu Lagos,Shomolu,3.0,Flat,-0.15050525036825554
921,450000,off Odunsi street Bariga Shomolu Lagos,Bariga,2.0,Flat,-0.1908299927245068
922,600000,Community road Akoka Yaba Lagos,Yaba,2.0,Flat,-0.17738841193908972
923,450000,Bariga Bariga Shomolu Lagos,Bariga,2.0,Flat,-0.1908299927245068
924,1400000,ogudu Ogudu Ogudu Lagos,Ogudu,3.0,Flat,-0.10569998108353193
925,1200000, Aso Mini estate Ogudu Ogudu Lagos,Ogudu,3.0,Flat,-0.12362208879742137
926,450000,Bariga Bariga Shomolu Lagos,Bariga,2.0,Flat,-0.1908299927245068
927,550000,Maternity Bus stop Ifako Ogba Ogba Lagos,Ogba,3.0,Flat,-0.18186893886756209
928,850000,Off Fola Agoro Road Fola Agoro Yaba Lagos,Yaba,3.0,Flat,-0.1549857772967279
929,100000,Adeola Odeku Adeola Odeku Adeola Odeku VI Lagos,VI,3.0,Unknown,-0.22219368122381333
930,1300000,Ogudu G.R.A pako Ogudu Gra Ogudu Lagos,Ogudu,3.0,Flat,-0.11466103494047665
931,20000,Allen Road Allen Avenue Ikeja Lagos,Ikeja,3.0,Unknown,-0.22936252430936913
932,2500000,Magodo Shangisha Magodo Shangisha Kosofe Ikosi Lagos,Kosofe,3.0,House,-0.007128388657139971
933,800000, Peace Estate off brown road Aguda Surulere Lagos,Surulere,3.0,Flat,-0.15946630422520028
934,700000, IPONRI lsdpc estate Bode Thomas Surulere Lagos,Surulere,4.0,Flat,-0.16842735808214498
935,1200000,Alagomeji Alagomeji Yaba Lagos,Yaba,3.0,Flat,-0.12362208879742137
936,1000,Oregun Oregun Oregun Ikeja Lagos,Ikeja,3.0,Unknown,-0.2310651245421886
937,350000,beside forte oil filing station Onike Yaba Lagos,Yaba,1.0,mini,-0.19979104658145153
938,1100,Road Ikosi Oregun Ikeja Lagos,Ikosi,3.0,Unknown,-0.23105616348833166
939,200000,Ayobo Ipaja Lagos Ipaja Ipaja Lagos,Ipaja,2.0,Flat,-0.2132326273668686
940,13000000,Osborne Foreshore Estate Osborne Foreshore Estate Ikoyi Lagos,Ikoyi,4.0,Duplex,0.9337822663220561
941,700000,beside forte oil filing station Onike Yaba Lagos,Yaba,2.0,Flat,-0.16842735808214498
942,500000,lagos- epe expressway olokonla Sangotedo Lagos,Sangotedo,1.0,mini,-0.18634946579603445
943,1300000,adelabu road Adelabu Surulere Lagos,Surulere,3.0,Flat,-0.11466103494047665
944,1300000,Ogudu G.R.A pako Ogudu Gra Ogudu Lagos,Ogudu,3.0,Flat,-0.11466103494047665
945,2500000,Lekki phase 1 off freedom way Lekki Phase 1 Lekki Lagos,Lekki,3.0,Flat,-0.007128388657139971
946,5000000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,4.0,House,0.2168979577664781
947,2500000,Off freedom way Lekki Phase 1 Lekki Lagos,Lekki,4.0,Flat,-0.007128388657139971
948,2500000,Phase 2 Magodo Shangisha Kosofe Ikosi Lagos,Kosofe,3.0,Duplex,-0.007128388657139971
949,1200000,Ibrahim Odofin Idado Lekki Lagos,Lekki,2.0,Flat,-0.12362208879742137
950,1000000,beside forte oil filing station Onike Yaba Lagos,Yaba,3.0,Flat,-0.1415441965113108
951,650000,Babs Abosede Close Ajao Estate Isolo Lagos,Isolo,3.0,Flat,-0.17290788501061735
952,2500000,Dreamworld Africana Way Chevron Extension Chevron Lekki Lagos,Lekki,3.0,Flat,-0.007128388657139971
953,4000000,LEKKI RIGHT LEKKI RIGHT Lekki Phase 1 Lekki Lagos,Lekki,3.0,Flat,0.12728741919703088
954,900000,Pedro road Palmgroove Onipanu Shomolu Lagos,Shomolu,3.0,Flat,-0.15050525036825554
955,150000,Ayobo Ipaja Lagos Ayobo Ipaja Lagos,Ipaja,1.0,mini,-0.21771315429534097
956,900000,Pedro road Palmgroove Onipanu Shomolu Lagos,Shomolu,3.0,Flat,-0.15050525036825554
957,400000,Lagos Street Mainland Ebute Metta Yaba Lagos,Yaba,2.0,House,-0.19531051965297916
958,3500000,Blancprice Estate Yaba Lagos,Yaba,3.0,Duplex,0.08248214991230726
959,300000,Abule-Ijesha Abule Ijesha Yaba Lagos,Yaba,1.0,mini,-0.2042715735099239
960,250000,Lagos street Mainland Ebute Metta Yaba Lagos,Yaba,1.0,mini,-0.20875210043839626
961,180000,Odoguyan Ikorodu Ikorodu Lagos,Ikorodu,2.0,Flat,-0.21502483813825757
962,450000,Orelope Egbeda Lagos Egbeda Alimosho Lagos,Alimosho,3.0,Flat,-0.1908299927245068
963,700000,off Ramat Crescent Ogudu Ogudu Lagos,Ogudu,3.0,Flat,-0.16842735808214498
964,13500000,Off Second Avenue Banana Island Ikoyi Lagos,Ikoyi,3.0,Flat,0.9785875356067797
965,700000,Ojota Ojota Ojota Lagos,Ojo,3.0,Flat,-0.16842735808214498
966,250000,Ikola Command Ipaja Lagos Ipaja Ipaja Lagos,Ipaja,2.0,Flat,-0.20875210043839626
967,1200000,off Ramat Crescent Ogudu Ogudu Lagos,Ogudu,3.0,Flat,-0.12362208879742137
968,800000,Taiwo street Ojota Ojota Lagos,Ojo,2.0,Flat,-0.15946630422520028
969,450000,Shagari Estata Iyana Ipaja Iyana Ipaja Ipaja Lagos,Ipaja,3.0,Flat,-0.1908299927245068
970,700000,Taiwo street Ojota Ojota Lagos,Ojo,2.0,Flat,-0.16842735808214498
971,850000,off mobil road Off Lekki Epe Expressway Ajah Lagos,Lekki,3.0,Flat,-0.1549857772967279
972,400000,Lagos street axis mainland Ebute Metta Yaba Lagos,Yaba,2.0,Commercial,-0.19531051965297916
973,750000,ilaje off mobil road Off Lekki Epe Expressway Ajah Lagos,Lekki,3.0,Flat,-0.16394683115367265
974,1200000, Alaguntan off Mobil road Off Lekki Epe Expressway Ajah Lagos,Lekki,3.0,Flat,-0.12362208879742137
975,3000,43B Emina Crescent 43B Emina Crescent Toyin Street Ikeja Lagos,Ikeja,3.0,Unknown,-0.23088590346504972
976,1000000,ilaje off mobil road Off Lekki Epe Expressway Ajah Lagos,Lekki,3.0,Flat,-0.1415441965113108
977,700000,Peace estate Baruwa Ipaja Lagos. Baruwa Ipaja Lagos,Ipaja,3.0,Flat,-0.16842735808214498
978,1600000,Alagomeji Yaba Lagos,Yaba,3.0,Flat,-0.08777787336964249
979,1800000,LEKKI Lekki Osapa London Lekki Lagos,Lekki,3.0,Flat,-0.06985576565575304
980,3500000,Awolowo road Ikoyi S.w Ikoyi Lagos,Ikoyi,3.0,Unknown,0.08248214991230726
981,4000000,Off Admiralty Way Lekki Phase 1 Lekki Lagos,Lekki,3.0,Flat,0.12728741919703088
982,1300000,ilaje off mobil road Off Lekki Epe Expressway Ajah Lagos,Lekki,3.0,Flat,-0.11466103494047665
983,350000,Iwaya Road Onike Yaba Lagos,Yaba,1.0,mini,-0.19979104658145153
984,4500000,Namtl water place estate Osborne Foreshore Estate Ikoyi Lagos,Ikoyi,4.0,Duplex,0.1720926884817545
985,2500000,Olokonla Awoyaya Ajah Lagos,Ajah,3.0,Unknown,-0.007128388657139971
986,250000,"Wera Estate,Eyita Jinadu Ikorodu Ikorodu Lagos",Ikorodu,4.0,Bungalow,-0.20875210043839626
987,1200000,LEKKI Lekki Chevron Lekki Lagos,Lekki,1.0,mini,-0.12362208879742137
988,1300000,Alagomeji Yaba Lagos,Yaba,2.0,Flat,-0.11466103494047665
989,1000000, Medina Atunrase link road Atunrase Medina Gbagada Lagos,Gbagada,3.0,Flat,-0.1415441965113108
990,5000000,LEKKI PHASE 1 Lekki Phase 1 Lekki Lagos,Lekki,5.0,Duplex,0.2168979577664781
991,350000,Omobola street Lawanson Surulere Lagos,Surulere,1.0,mini,-0.19979104658145153
992,1500000,Omoleye street Alagomeji Yaba Lagos,Yaba,3.0,Flat,-0.09673892722658721
993,900000,Ibrahim Odofin Idado Lekki Lagos,Lekki,1.0,mini,-0.15050525036825554
994,1500000,Alagomeji Alagomeji Yaba Lagos,Yaba,3.0,Flat,-0.09673892722658721
995,650000,Ashimowu Bakare street Itire Surulere Lagos,Surulere,3.0,Flat,-0.17290788501061735
996,1900000,LEKKI Lekki Chevron Lekki Lagos,Lekki,3.0,Flat,-0.060894711798808315
997,1200,Industrial layout Amuwo-Odofin Amuwo-Odofin Lagos,Amuwo-Odofin,3.0,Unknown,-0.2310472024344747
998,1300000,Ogudu G.R.A pako Ogudu Gra Ogudu Lagos,Ogudu,3.0,Flat,-0.11466103494047665
999,1500000,Awuse Estate Opebi Ikeja Lagos,Ikeja,3.0,Flat,-0.09673892722658721
1000,3000000,off Emma Abimbola Cole Lekki Phase 1 Lekki Lagos,Lekki,3.0,Duplex,0.03767688062758365
1001,3000000,"Ikate, behind House on the rock church Lekki Phase 2 Lekki Lagos",Lekki,3.0,Flat,0.03767688062758365
1002,600000,Iwaya Iwaya Yaba Lagos,Yaba,3.0,Flat,-0.17738841193908972
1003,5000000,Admiralty way Lekki Phase 1 Lekki Lagos,Lekki,3.0,Flat,0.2168979577664781
1004,2500000,LEKKI Lekki Phase 1 Lekki Lagos,Lekki,4.0,Duplex,-0.007128388657139971
1005,250000,St. Finbars Road Akoka Yaba Lagos,Yaba,1.0,mini,-0.20875210043839626
1006,5000000,Osapa London Road Osapa London Lekki Lagos,Lekki,4.0,House,0.2168979577664781
1007,2000000,Off Orchid Hotel Road Lafiaji Chevron Lekki Lagos,Lekki,3.0,Duplex,-0.05193365794186359
1008,300000,Adekunle Adekunle Yaba Lagos,Yaba,1.0,mini,-0.2042715735099239
1009,1100000,close to MFM Iwaya road Onike Yaba Lagos,Yaba,3.0,Flat,-0.1325831426543661
1010,800000,Mobil Road Ajah Off Lekki Epe Expressway Ajah Lagos,Ajah,2.0,Flat,-0.15946630422520028
1011,1000000,close to MFM Iwaya road Onike Yaba Lagos,Yaba,2.0,Flat,-0.1415441965113108
1012,450000,off Bajulaiye road Shomolu Shomolu Lagos,Shomolu,1.0,mini,-0.1908299927245068
1013,600000,Sabo Sabo Yaba Lagos,Yaba,2.0,Flat,-0.17738841193908972
1014,2500000,LEKKI Lekki Chevron Lekki Lagos,Lekki,4.0,Duplex,-0.007128388657139971
1015,1000000,Bornoway Adekunle Yaba Lagos,Yaba,3.0,Flat,-0.1415441965113108
1016,400000,Bariga Bariga Shomolu Lagos,Bariga,2.0,Flat,-0.19531051965297916
1017,400000,Bariga Bariga Shomolu Lagos,Bariga,2.0,Flat,-0.19531051965297916
1018,450000,"Harmony Estate, Ajibodu Street college Road Ogba Lagos College road Ogba Ifako Ogba Ogba Lagos",Ogba,3.0,Flat,-0.1908299927245068
1019,550000,Akoka Akoka Yaba Lagos,Yaba,2.0,Flat,-0.18186893886756209
1020,2500000,Off Allen Avenue Allen Avenue Ikeja Lagos,Ikeja,3.0,Flat,-0.007128388657139971
1021,550000,Akoka Akoka Yaba Lagos,Yaba,2.0,Flat,-0.18186893886756209
1022,28000,Carlton gate estate Chevron Lekki Lagos,Lekki,5.0,Duplex,-0.22864564000081353
1023,250000,Akoka Akoka Yaba Lagos,Yaba,1.0,mini,-0.20875210043839626
1024,250000,Akoka Akoka Yaba Lagos,Yaba,1.0,mini,-0.20875210043839626
1025,13000000,Idowu Taylor Idowu Taylor VI Lagos,VI,5.0,House,0.9337822663220561
1026,150000,Bariga Shomolu Shomolu Lagos,Bariga,2.0,Unknown,-0.21771315429534097
1027,500000,by Unilag road Abule Oja Yaba Lagos,Yaba,1.0,mini,-0.18634946579603445
1028,1900000,LEKKI Lekki Chevron Lekki Lagos,Lekki,3.0,Flat,-0.060894711798808315
1029,500000,by Unilag road Abule Oja Yaba Lagos,Yaba,1.0,mini,-0.18634946579603445
1030,900000,thomas animashaun Aguda Surulere Lagos,Surulere,3.0,Flat,-0.15050525036825554
1031,2500000,off Admiralty Lekki Phase 1 Lekki Lagos,Lekki,3.0,Flat,-0.007128388657139971
1032,400000,Jebba Street Ebute Metta Yaba Lagos,Yaba,1.0,mini,-0.19531051965297916
1033,550000,Jebba Street Ebute Metta Yaba Lagos,Yaba,2.0,Flat,-0.18186893886756209
1034,900000,Engr john Peninsula Estate Ajah Lagos,Ajah,3.0,Flat,-0.15050525036825554
1035,170000,St. Finbars Road Bariga Shomolu Lagos,Bariga,2.0,Unknown,-0.21592094352395202
1036,1300000,Ogudu G.R.A pako Ogudu Gra Ogudu Lagos,Ogudu,3.0,Flat,-0.11466103494047665
1037,5500000,LEKKI PHASE 1 Lekki Phase 1 Lekki Lagos,Lekki,4.0,House,0.26170322705120175
1038,600000,Akoka Akoka Yaba Lagos,Yaba,2.0,Flat,-0.17738841193908972
1039,1000000,Off WhiteSandSchool Street White Sand School Lekki Right Hand Side Lekki Phase 1 Lekki Lagos,Lekki,2.0,Flat,-0.1415441965113108
1040,200000,Bello street odunsi New Garage Bariga Shomolu Lagos,Bariga,1.0,mini,-0.2132326273668686
1041,600000,Akoka Akoka Yaba Lagos,Yaba,2.0,Flat,-0.17738841193908972
1042,6000000,off freedom way Lekki Phase 1 Lekki Lagos,Lekki,5.0,Duplex,0.30650849633592536
1043,600000,Off Alhaji Jimoh Adeniyi Jones Ikeja Lagos,Ikeja,1.0,mini,-0.17738841193908972
1044,450000,Odunsi street bariga New Garage Bariga Shomolu Lagos,Bariga,2.0,Flat,-0.1908299927245068
1045,5000000,LEKKI PHASE 1 Lekki Phase 1 Lekki Lagos,Lekki,5.0,Duplex,0.2168979577664781
1046,800000,Ifako Gbagada Taodak estate Ifako Gbagada Gbagada Lagos,Gbagada,2.0,Flat,-0.15946630422520028
1047,1000000,Ogudu Ramat Ogudu Gra Ogudu Lagos,Ogudu,2.0,Flat,-0.1415441965113108
1048,400000,Ogudu Ogudu link road Ogudu Orike Ogudu Lagos,Ogudu,1.0,mini,-0.19531051965297916
1049,900000,happy land estate road 12 happy land estate Sangotedo Ajah Lagos,Sangotedo,2.0,Flat,-0.15050525036825554
1050,600000,Opic Opic Isheri North Ojodu Lagos,Ojo,3.0,Unknown,-0.17738841193908972
1051,1500000,Opic Opic Isheri North Ojodu Lagos,Ojo,5.0,Duplex,-0.09673892722658721
1052,400000,Opic Opic Isheri North Ojodu Lagos,Ojo,1.0,mini,-0.19531051965297916
1053,800000,Opic Opic Isheri North Ojodu Lagos,Ojo,3.0,Flat,-0.15946630422520028
1054,3000000,Citiview estate berger Ojodu Lagos,Ojo,5.0,Duplex,0.03767688062758365
1055,1300000,Citiview estate Berger Ojodu Lagos,Ojo,4.0,Duplex,-0.11466103494047665
1056,8000000,Club road Ikoyi Old Ikoyi Ikoyi Lagos,Ikoyi,3.0,Flat,0.4857295734748199
1057,1400000,Opic Opic Magodo Isheri Ojodu Lagos,Ojo,4.0,Duplex,-0.10569998108353193
1058,1000000,Opic Opic Isheri North Ojodu Lagos,Ojo,4.0,Flat,-0.1415441965113108
1059,1000000,Oladiji cls off Oladoyinbo street Aguda(ogba) Ogba Lagos,Ogba,3.0,Flat,-0.1415441965113108
1060,1600000,Short drive to ikeja Berger Ojodu Lagos,Ojo,4.0,Duplex,-0.08777787336964249
1061,300000,Magboro magboro Isheri North Ojodu Lagos,Ojo,3.0,Flat,-0.2042715735099239
1062,750000,Opic Opic Isheri North Ojodu Lagos,Ojo,3.0,Flat,-0.16394683115367265
1063,600000,Opic Opic Isheri North Ojodu Lagos,Ojo,3.0,Flat,-0.17738841193908972
1064,300000,Bankole estate Magboro Isheri North Ojodu Lagos,Ojo,3.0,Flat,-0.2042715735099239
1065,280000,Opic Opic Isheri North Ojodu Lagos,Ojo,3.0,Flat,-0.20606378428131283
1066,650000,Opic Isheri North Ojodu Lagos,Ojo,3.0,Flat,-0.17290788501061735
1067,500000,Opic Opic Isheri North Ojodu Lagos,Ojo,3.0,Flat,-0.18634946579603445
1068,1200000,Abisogun Leigh Street behind Excellent hotel Ogba Lagos Excellent hotel Ogba Ogba Gra Ogba Lagos,Ogba,3.0,Office,-0.12362208879742137
1069,650000,"Harmony Estate, Ajibodu Street college Road Ogba Lagos Ajibodu Street, College Road Ifako Ogba Ogba Lagos",Ogba,2.0,Flat,-0.17290788501061735
1070,450000,St. Dennis Chemist Akoka Yaba Lagos,Yaba,1.0,mini,-0.1908299927245068
1071,700000,"Tunji Adebayo Street, Opp First Bank plc, Fagba Lagos Fagba Ojokoro Abule-Egba Lagos",Ojo,3.0,Flat,-0.16842735808214498
1072,600000,St.Dennis Chemist Akoka Yaba Lagos,Yaba,2.0,Flat,-0.17738841193908972
1073,300000,Obayan street Akoka Yaba Lagos,Yaba,5.0,Duplex,-0.2042715735099239
1074,10000000,"Off Landbridge Avenue, oniru Estate. Oniru Estate VI Lagos",VI,5.0,House,0.6649506506137143
1075,400000,Iroko estate Isheri LASU Road Isheri Egbe Idimu Lagos,Idimu,2.0,Flat,-0.19531051965297916
1076,250000,K.I.D bus stop amule Ayobo Ipaja Lagos,Ipaja,2.0,Flat,-0.20875210043839626
1077,250000,K.I.D bus stop amule Ayobo Ipaja Lagos,Ipaja,2.0,Flat,-0.20875210043839626
1078,800000,"Apena street,off ojuelegba,surulere lagos mainland Ojuelegba Surulere Lagos",Surulere,3.0,Flat,-0.15946630422520028
1079,3000000,COOPLAG GARDENS ESTATE Off Chevron Drive Via Oba Akinoye Drive Ikota Lekki Lagos,Lekki,4.0,Duplex,0.03767688062758365
1080,1200000,Agboyin street Adelabu Surulere Lagos,Surulere,2.0,Flat,-0.12362208879742137
1081,1300000,"Osapa,behind shorprite,lekki Osapa London Lekki Lagos",Lekki,1.0,mini,-0.11466103494047665
1082,1650000," 583 Block S14 unit 5 Lekki Gardens Est, behind LBS Ajayi Lekki Gardens Estate Ajah Lagos",Lekki,3.0,Duplex,-0.08329734644117012
1083,1700000,OFF THE ZENITH BANK ROAD Osapa London Lekki Lagos,Lekki,2.0,Flat,-0.07881681951269776
1084,400000,"Ogunjebe street, dopemu road Agege Lagos",Agege,3.0,Flat,-0.19531051965297916
1085,300000,Eputu Eputu Eputu Ibeju-Lekki Lagos,Ibeju-Lekki,1.0,mini,-0.2042715735099239
1086,3000000,Oniru VI Extension VI Lagos,VI,3.0,Duplex,0.03767688062758365
1087,1500000,"osapa,behind shorprite,lekki osapa,behind shorprite,lekki Osapa London Lekki Lagos",Lekki,1.0,mini,-0.09673892722658721
1088,1500000,BALOGUN AGUNGI Agungi Lekki Lagos,Lekki,3.0,Flat,-0.09673892722658721
1089,600000,Akora Estate Adeniyi Jones Ikeja Lagos,Ikeja,1.0,mini,-0.17738841193908972
1090,1000000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,1.0,Unknown,-0.1415441965113108
1091,15000000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,1.0,Unknown,1.1130033434609505
1092,1500000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,1.0,Unknown,-0.09673892722658721
1093,800000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,1.0,mini,-0.15946630422520028
1094,3000000,Off Chief Collins Street Lekki Phase 1 Lekki Lagos,Lekki,3.0,Flat,0.03767688062758365
1095,10000000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,5.0,House,0.6649506506137143
1096,5000000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,1.0,mini,0.2168979577664781
1097,5000000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,1.0,Unknown,0.2168979577664781
1098,14000000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,3.0,Flat,1.0233928048915033
1099,4500000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,6.0,House,0.1720926884817545
1100,450000,Off Toyin Street Toyin Street Ikeja Lagos,Ikeja,1.0,mini,-0.1908299927245068
1101,700000,Golden park estate Lbs Ibeju-Lekki Lagos,Ibeju-Lekki,3.0,Flat,-0.16842735808214498
1102,4500000,Off Toyin Street Ikeja Lagos,Ikeja,10.0,Office,0.1720926884817545
1103,4500000,IKOYI ikoyi Old Ikoyi Ikoyi Lagos,Ikoyi,3.0,Flat,0.1720926884817545
1104,1300000," Off Bajulaiye Road, Igbobi College Road Jibowu Yaba Lagos",Yaba,3.0,Flat,-0.11466103494047665
1105,1200000,Atunrashe Estate Atunrase Medina Gbagada Lagos,Gbagada,3.0,Flat,-0.12362208879742137
1106,550000,Ogunlana avenue ogunlana Ogunlana Surulere Lagos,Surulere,2.0,House,-0.18186893886756209
1107,16000000,Bourdillon Bourdillon Ikoyi Lagos,Ikoyi,4.0,House,1.2026138820303978
1108,1700000,BAALE STREET Igbo Efon Lekki Lagos,Lekki,4.0,House,-0.07881681951269776
1109,3000000,OFF OBAMUSA STREET off Obamusa street Agungi Lekki Lagos,Lekki,4.0,Duplex,0.03767688062758365
1110,400000,OSAPA OSAPA Osapa London Lekki Lagos,Lekki,2.0,Self,-0.19531051965297916
1111,4500000,IKOYI ikoyi Old Ikoyi Ikoyi Lagos,Ikoyi,3.0,Flat,0.1720926884817545
1112,850000,"Agungi,opposite domino pizza,lekki Agungi Lekki Lagos",Lekki,1.0,mini,-0.1549857772967279
1113,650000,Off Toyin Street Ikeja Lagos,Ikeja,3.0,Office,-0.17290788501061735
1114,4000000,Osapa London Lekki Lagos,Lekki,5.0,Duplex,0.12728741919703088
1115,2500000,off Ajao Road Adeniyi Jones Ikeja Lagos,Ikeja,3.0,Duplex,-0.007128388657139971
1116,1500000,Off Allen Avenue Ikeja Lagos,Ikeja,1.0,mini,-0.09673892722658721
1117,600000,"Hopeville Estate, 1 mins after Golden Park Estae Sangotedo. Sangotedo Ajah Lagos",Sangotedo,3.0,Flat,-0.17738841193908972
1118,25000000,delta street Banana Island Ikoyi Lagos,Ikoyi,5.0,Duplex,2.009108729155423
1119,3500000,Osapa Osapa London Lekki Lagos,Lekki,4.0,House,0.08248214991230726
1120,2000000,Osapa Osapa London Lekki Lagos,Lekki,2.0,Flat,-0.05193365794186359
1121,7000000,Esugbayi Street GRA Ikeja Gra Ikeja Lagos,Ikeja,4.0,Duplex,0.39611903490537265
1122,2000000,Osapa Osapa London Lekki Lagos,Lekki,2.0,House,-0.05193365794186359
1123,1200000,off commercial avenue Sabo Yaba Lagos,Yaba,4.0,Flat,-0.12362208879742137
1124,12000000,Bourdillon Bourdillon Ikoyi Lagos,Ikoyi,3.0,Flat,0.8441717277526088
1125,650000,Romoni Itire Surulere Lagos,Surulere,3.0,Flat,-0.17290788501061735
1126,3000000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,3.0,House,0.03767688062758365
1127,6000000,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki,3.0,Flat,0.30650849633592536
1128,1000000,"Olayinka street off mobil road, ajah Mobil Road, Ilaje Bus-stop, Ajah Ajah Lagos",Ajah,3.0,Flat,-0.1415441965113108
1129,1800000,off Ajao Road Adeniyi Jones Ikeja Lagos,Ikeja,4.0,Duplex,-0.06985576565575304
1130,750000,Community road Akoka Yaba Lagos,Yaba,2.0,Flat,-0.16394683115367265
1131,700000,Ishaga road Lawanson Surulere Lagos,Surulere,3.0,Flat,-0.16842735808214498
1132,750000,idowu Aguda Surulere Lagos,Surulere,3.0,Flat,-0.16394683115367265
1133,650000,maraiysa Aguda Surulere Lagos,Surulere,2.0,Flat,-0.17290788501061735
1134,750000,"Fashoro,off ojuelegba,surulere lagos mainland Ojuelegba Surulere Lagos",Surulere,2.0,Flat,-0.16394683115367265
1135,1000000,Abraham Adesanya Abraham Adesanya Estate Ajah Lagos,Ajah,3.0,Bungalow,-0.1415441965113108
1136,500000,Off Allen Avenue Ikeja Lagos,Ikeja,1.0,mini,-0.18634946579603445
1137,2500000,Ikate Lekki Lagos,Lekki,3.0,Flat,-0.007128388657139971
1138,4000000,off Ajao Road Adeniyi Jones Ikeja Lagos,Ikeja,5.0,Flat,0.12728741919703088
1139,5000000,Off Admiralty way Lekki Phase 1 Lekki Lagos,Lekki,3.0,Flat,0.2168979577664781
1140,3500000,Kofo Abayomi Kofo Abayomi VI Lagos,VI,3.0,Flat,0.08248214991230726
1141,400000,"Fashoro,off ojuelegba,surulere lagos mainland Ojuelegba Surulere Lagos",Surulere,1.0,mini,-0.19531051965297916
1142,30000,Igbo Efon Lekki Lagos,Lekki,3.0,Unknown,-0.22846641892367464
1143,120000,"Covenant Street, ijeododo Lagos state Ijeododo Ijegun Ikotun Igando Lagos",Igando,1.0,mini,-0.2204014704524244
1144,700000,ketu Ketu Kosofe Ikosi Lagos,Kosofe,3.0,Flat,-0.16842735808214498
1145,1500000,Chevyview Estate Chevron Lekki Lagos,Lekki,1.0,mini,-0.09673892722658721
1146,180000,off Ikorodu road Ketu Kosofe Ikosi Lagos,Ikorodu,1.0,mini,-0.21502483813825757
1147,1200000,"Dolphin estate,ikoyi lagos Dolphin Estate Ikoyi Lagos",Ikoyi,2.0,Flat,-0.12362208879742137
1148,700000,Adekunle Yaba Lagos,Yaba,2.0,Flat,-0.16842735808214498
1149,4000000,IKOYI ikoyi Ikoyi Lagos,Ikoyi,2.0,Flat,0.12728741919703088
1150,2500000,Lekki Right Hand Side Lekki Right Hand Side Lekki Phase 1 Lekki Lagos,Lekki,3.0,Flat,-0.007128388657139971
1151,15000000,Off Babatunde Anjouse Lekki Phase 1 Lekki Lagos,Lekki,5.0,House,1.1130033434609505
1152,800000,Sosanya Soluyi Soluyi Gbagada Lagos,Gbagada,3.0,Flat,-0.15946630422520028
1153,1000000,Chevyview Estate Chevron Lekki Lagos,Lekki,1.0,mini,-0.1415441965113108
1154,200000,Abiola Estate Ayobo Ipaja Lagos,Ipaja,2.0,Unknown,-0.2132326273668686
1155,850000,Firmville Sangotedo Ajah Lagos,Sangotedo,3.0,Unknown,-0.1549857772967279
1156,3500000,Behind Four Point Hotel Oniru Estate VI Lagos,VI,3.0,Flat,0.08248214991230726
1157,1200000,Ogidan Lbs Ibeju-Lekki Lagos,Ibeju-Lekki,4.0,Duplex,-0.12362208879742137
1158,500000,Ebute Metta Yaba Lagos,Yaba,2.0,Flat,-0.18634946579603445
1159,2000000,Ogudu GRA Lagos Ogudu Gra Ogudu Lagos,Ogudu,3.0,Flat,-0.05193365794186359
1160,1400000,Ogudu G.R.A Ogudu Gra Ogudu Lagos,Ogudu,3.0,Flat,-0.10569998108353193
1161,500000,Behind VIS Office Berger Ojodu Lagos,VI,2.0,Flat,-0.18634946579603445
1162,900000,Plot A Morgan Estate Ojodu Lagos,Ojo,3.0,Flat,-0.15050525036825554
1163,600000,ketu Mile 12 Kosofe Ikosi Lagos,Kosofe,3.0,Flat,-0.17738841193908972
1164,2500000,Razaq Bishi Magodo Phase 1 GRA Isheri Magodo Magodo Isheri Ojodu Lagos,Ojo,4.0,Duplex,-0.007128388657139971
1165,650000,Jebba Ebute Metta Yaba Lagos,Yaba,3.0,Flat,-0.17290788501061735
1166,800000,Soluyi Gbagada Lagos,Gbagada,3.0,Flat,-0.15946630422520028
1167,1400000, Lekki Garden Phase 2 Abraham Adesanya Estate Ajah Lagos,Lekki,3.0,Duplex,-0.10569998108353193
1168,4500000,Mabogunje Road Off Oniru VI Lagos,VI,3.0,Flat,0.1720926884817545
1169,10000000,Olusegun Olusemo Street Parkview Estate Ikoyi Lagos,Ikoyi,4.0,Duplex,0.6649506506137143
1170,500000,Haruna bus stop Sangotedo Ajah Lagos,Sangotedo,2.0,Flat,-0.18634946579603445
